"Último: Tiempo (s)","Último: Angulo (rad)","Último: Velocidad 1 (rad/s)","Último: Aceleración 1 (rad/s²)","Último: Posición (m)","Último: Velocidad 2 (m/s)","Último: Aceleración 2 (m/s²)"
12.65,-65.3974870722,-5.46869832292,-2.54257841649,0.489461,0.397498888889,-1.54249429012
12.7,-65.6767397525,-5.65292752174,-4.37409676734,0.5084975,0.312225277778,-1.88327114198
12.75,-65.9559924329,-5.96320827765,-4.69730588808,0.52136,0.209420555556,-2.21197947531
12.8,-66.2701516982,-6.28318530718,-1.82613153218,0.5301065,0.0903233333333,-2.49691296296
12.85,-66.6017642561,-6.25409648631,2.93581618005,0.5314785,-0.0495444444444,-2.58208070988
12.9,-66.9159235215,-5.84685299418,5.07438319561,0.524447,-0.178169444444,-2.44149305556
12.95,-67.1777229093,-5.55596478552,3.57684760285,0.513128,-0.295075277778,-2.21949583333
13,-67.4569755896,-5.51717969103,1.98234927387,0.494949,-0.4055975,-1.86426851852
13.05,-67.7362282699,-5.41052068118,0.926532812787,0.471282,-0.487726944444,-1.37522885802
13.1,-67.9980276577,-5.34264676583,-1.63220605974,0.4450425,-0.543369166667,-0.827752160494
13.15,-68.2598270455,-5.5074834174,-5.23598775598,0.4162305,-0.575763611111,-0.0986654320988
13.2,-68.5390797258,-5.89533436229,-7.66544298021,0.3863895,-0.571571388889,1.03191126543
13.25,-68.8357856987,-6.48680705325,-5.4622341405,0.3562055,-0.4947775,2.55206820988
13.3,-69.2023048416,-6.73891016742,2.26246384518,0.331681,-0.308223611111,3.83699490741
13.35,-69.551370692,-6.2056151182,8.82899581487,0.322763,-0.0645983333333,4.15670478395
13.4,-69.8306233723,-5.48809087016,8.52194715017,0.327222,0.146727777778,3.60049429012
13.45,-70.0749694676,-5.18750638787,4.56263542111,0.339913,0.304317222222,2.72774984568
13.5,-70.3367688554,-5.15841756701,2.23552975178,0.359121,0.418650555556,1.81281851852
13.55,-70.5985682432,-5.05175855716,1.42750694993,0.3836455,0.485249722222,0.933881018518
13.6,-70.8429143384,-4.95479582094,-0.333982758098,0.4097135,0.504876944444,0.226655246914
13.65,-71.0872604337,-5.00327718905,-3.641489427,0.435267,0.495635,-0.238776697531
13.7,-71.331606529,-5.30386167134,-7.34762067815,0.459277,0.477722777778,-0.637884722222
13.75,-71.6108592093,-5.78867535245,-9.8471045452,0.48363,0.4416125,-1.21727947531
13.8,-71.9075651822,-6.36075549616,-10.0248695616,0.505239,0.364151666667,-1.9549412037
13.85,-72.23917774,-6.9910132816,-5.61306506351,0.521703,0.245435555556,-2.65152762346
13.9,-72.6231501755,-7.20433130129,3.86234899284,0.53165,0.0865122222222,-3.0440191358
13.95,-73.0071226109,-6.52559214773,11.5008578797,0.530964,-0.084035,-2.90316682099
14,-73.2863752912,-5.60444615363,10.7359296272,0.52136,-0.219329444444,-2.40253503086
14.05,-73.5307213865,-5.29416539772,6.32951194782,0.50764,-0.321943611111,-1.8777132716
14.1,-73.8099740668,-5.14872129338,4.37409676734,0.488775,-0.406836111111,-1.34982145062
14.15,-74.0543201621,-4.91601072645,3.56607396549,0.465451,-0.457905,-0.824258641975
14.2,-74.2986662574,-4.74147780125,2.01467018594,0.4419555,-0.484201666667,-0.39185632716
